what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441601596
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441605356
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1326441609287
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1326441609428
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1326441609443
started,bundle,org.eclipse.cdt.launch,7.0.0.201109151620,"org.eclipse.cdt.launch",1326441609475
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201109151620,"org.eclipse.cdt.debug.mi.ui",1326441610052
started,bundle,org.eclipse.cdt.dsf,2.2.0.201109151620,"org.eclipse.cdt.dsf",1326441610302
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.1.201109151620,"org.eclipse.cdt.dsf.gdb",1326441610317
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201109151620,"org.eclipse.cdt.dsf.gdb.ui",1326441610317
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201109151620,"org.eclipse.cdt.debug.mi.core",1326441610458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326441670975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326441671365
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441681756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441681880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326441689712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1326441728138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326441729698
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers.ui",1326441736891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441757375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441757562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441760136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441761650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441762555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441765737
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441793601
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441793991
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1326441796472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441806955
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1326441806955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441810917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441816877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441861011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441876378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441876799
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441897782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441906393
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441908078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441913803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441933179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441933553
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1326441937609
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1326441942711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1326441944754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326441948093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441952773
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441953179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441957032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441958233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326441974348
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442023724
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442036188
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442037764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442038450
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442041695
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442044831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442045143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442055127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442055548
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1326442058310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442066859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442074924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442075111
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1326442080041
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326442082584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442084783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442085486
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1326442112958
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1326442113722
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442114518
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442308582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442308660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442310547
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1326442310641
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326442310766
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201109151620,"org.eclipse.cdt.build.crossgcc",1326442311000
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers.ui",1326442311000
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers",1326442311000
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201109151620,"org.eclipse.cdt.codan.ui.cxx",1326442311000
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201109151620,"org.eclipse.cdt.codan.core.cxx",1326442311000
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201109151620,"org.eclipse.cdt.launch.remote",1326442311000
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201109151620,"org.eclipse.cdt.debug.mi.ui",1326442311000
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201109151620,"org.eclipse.cdt.debug.mi.core",1326442311000
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201109151620,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1326442311000
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201109151620,"org.eclipse.cdt.debug.ui.memory.search",1326442311000
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201109151620,"org.eclipse.cdt.dsf.gdb.ui",1326442311047
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.0.201109151620,"org.eclipse.cdt.dsf.ui",1326442311047
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1326451057426
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1326451057427
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1326451057427
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1326451057428
started,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers",1326451057428
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201109151620,"org.eclipse.cdt.codan.core",1326451057429
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201109151620,"org.eclipse.cdt.codan.core.cxx",1326451057429
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201109151620,"org.eclipse.cdt.codan.ui.cxx",1326451057429
started,bundle,org.eclipse.cdt.core,5.3.1.201109151620,"org.eclipse.cdt.core",1326451057429
started,bundle,org.eclipse.cdt.make.core,7.1.1.201109151620,"org.eclipse.cdt.make.core",1326451057430
started,bundle,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.ui",1326451057430
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.1.201109151620,"org.eclipse.cdt.managedbuilder.core",1326451057431
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.1.201109151620,"org.eclipse.cdt.managedbuilder.gnu.ui",1326451057431
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201109151620,"org.eclipse.cdt.msw.build",1326451057432
started,bundle,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui",1326451057432
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1326451057432
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1326451057432
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1326451057433
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1326451057434
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1326451057434
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1326451057435
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1326451057435
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1326451057436
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1326451057437
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1326451057437
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1326451057437
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1326451057438
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1326451057438
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1326451057439
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1326451057439
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1326451057440
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1326451057440
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1326451057441
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1326451057441
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1326451057442
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1326451057442
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1326451057443
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1326451057443
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1326451057444
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1326451057444
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1326451057445
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1326451057447
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1326451057447
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1326451057448
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1326451057448
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1326451057449
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1326451057449
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1326451057449
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1326451057450
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1326451057450
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1326451057451
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1326451057451
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1326451057451
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1326451057452
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1326451057452
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1326451057452
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201108301805,"org.eclipse.linuxtools.cdt.autotools.core",1326451057458
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1326451057458
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1326451057459
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1326451057459
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1326451057460
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1326451057460
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1326451057460
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1326451057461
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1326451057461
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1326451057462
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1326451057462
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1326451057463
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1326451057463
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1326451057464
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1326451057465
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1326451057465
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1326451057466
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1326451057466
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1326451057467
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1326451057468
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1326451057468
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1326451057469
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1326451057470
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1326451057470
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1326451057470
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1326451057471
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1326451057471
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1326451057472
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1326451057473
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1326451057473
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1326451057474
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1326451057475
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1326451057478
os,sysinfo,,,"win32",1326451057479
arch,sysinfo,,,"x86",1326451057479
ws,sysinfo,,,"win32",1326451057479
locale,sysinfo,,,"nl_BE",1326451057479
processors,sysinfo,,,"2",1326451057479
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1326451057479
java.runtime.version,sysinfo,,,"1.6.0_29-b11",1326451057479
java.specification.name,sysinfo,,,"Java Platform API Specification",1326451057479
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1326451057479
java.specification.version,sysinfo,,,"1.6",1326451057479
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1326451057479
java.version,sysinfo,,,"1.6.0_29",1326451057479
java.vm.info,sysinfo,,,"mixed mode, sharing",1326451057479
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1326451057479
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1326451057479
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1326451057479
java.vm.specification.version,sysinfo,,,"1.0",1326451057479
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1326451057479
java.vm.version,sysinfo,,,"20.4-b02",1326451057479
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1326451058396
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451069083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451077332
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326451078665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451086279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451118582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1326451118590
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1326451126406
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1326451126407
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1326451159089
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1326451159113
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1326451159537
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1326451159611
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1326451159649
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1326451159725
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1326451159784
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1326451159794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451159851
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110510,"org.eclipse.equinox.p2.extensionlocation",1326451160898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451202298
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.install",1326451202320
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451205226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451237848
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1326451239778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451242756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451266481
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1326451266488
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451267645
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451453830
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1326451454512
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1326451454517
started,bundle,org.eclipse.epp.mpc.core,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.core",1326451457322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451457834
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.R37x_v20110714,"org.eclipse.equinox.p2.artifact.repository",1326451493077
started,bundle,org.eclipse.equinox.p2.director,2.1.0.v20110504-1715,"org.eclipse.equinox.p2.director",1326451495393
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1326451495423
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.R37x_v20110815-0935,"org.eclipse.equinox.p2.touchpoint.eclipse",1326451703741
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1326451703816
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1326451703839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326451703849
executed,command,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1326451703856
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110511,"org.eclipse.equinox.p2.publisher",1326451703873
